arxiv_id,title,authors,subjects,submitted,abstract_raw,abstract_clean,tokens,top token,top definition,abstract_word_count,token_count,unique_token_count,type_token_ratio,author_count
2407.10851,Electronic State Chromatography of Lutetium Cations,"Biswajit Jana, EunKang Kim, Aayush Arya, Elisa Romero Romero, Elisabeth Rickert, Harry Ramanantoanina, Sebastian Raeder, Michael Block, Mustapha Laatiaoui",Physics > Atomic and Molecular Clusters,"[Submitted on 15 Jul 2024 (v1), last revised 16 Apr 2026 (this version, v2)]","Relativistic effects strongly influence the electronic structures of the heaviest elements, thereby shaping their chemical and physical properties. Studying ion mobility within a noble gas environment reveals how the ion-neutral interactions depend on the ion's electronic configurations, thus providing an avenue for exploring these effects. An ion mobility spectrometer with a cryogenic drift tube was developed to precisely measure the low-field reduced mobility of heavy lanthanide and actinide cations. The apparatus was characterized by optimizing the bunching operation of ions with a miniature RF coulomb buncher and evaluating the chromatography performance of the drift tube operated with helium buffer gas at a temperature of 298K. Systematic ion mobility measurements of lutetium cations (Lu$^{+}$) drifting in helium gas were carried out as a case study. The electronic state chromatography of Lu$^{+}$ has been demonstrated. The low-field reduced ion mobility for the ground and lowest meta-stable state of Lu$^{+}$ have been examined. In addition, the variation of both states' reduced mobility and the quenching of meta-stable population has been investigated under different reduced electric fields ($E/n_0$), the ratio of an electric field to neutral gas number density.",relativistic effects strongly influence electronic structures heaviest elements shaping chemical physical properties studying ion mobility noble gas environment reveals ionneutral interactions depend ions electronic configurations providing avenue exploring effects ion mobility spectrometer cryogenic drift tube developed precisely measure lowfield reduced mobility heavy lanthanide actinide cations apparatus characterized optimizing bunching operation ions miniature rf coulomb buncher evaluating chromatography performance drift tube operated helium buffer gas temperature 298k systematic ion mobility measurements lutetium cations lu drifting helium gas carried case study electronic state chromatography lu demonstrated lowfield reduced ion mobility ground lowest metastable state lu examined addition variation states reduced mobility quenching metastable population investigated different reduced electric fields en0 ratio electric field neutral gas number density,relativistic effects strongly influence electronic structures heaviest elements shaping chemical physical properties studying ion mobility noble gas environment reveals ionneutral interactions depend ions electronic configurations providing avenue exploring effects ion mobility spectrometer cryogenic drift tube developed precisely measure lowfield reduced mobility heavy lanthanide actinide cations apparatus characterized optimizing bunching operation ions miniature rf coulomb buncher evaluating chromatography performance drift tube operated helium buffer gas temperature 298k systematic ion mobility measurements lutetium cations lu drifting helium gas carried case study electronic state chromatography lu demonstrated lowfield reduced ion mobility ground lowest metastable state lu examined addition variation states reduced mobility quenching metastable population investigated different reduced electric fields en0 ratio electric field neutral gas number density,"[('mobility', 6)]",the quality of moving freely,185,115,86,0.7478,9
